OrderID,ProductID,UnitPrice,Quantity,Discount,TotalPrice,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Year,Month,Day,OrderDate_iso,ProductName,CategoryID,SupplierID,ShipperID,TotalSales
10258,62,39.4,40,0.2000000029802322,1260.799995303154,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1.0,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996.0,7.0,17.0,1996-07-17,Tarte au sucre,3.0,29.0,1,1260.799995303154
10259,18,50.0,12,0.0,600.0,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3.0,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,1996.0,7.0,18.0,1996-07-18,Carnarvon Tigers,8.0,7.0,3,600.0
10259,28,36.4,8,0.0,291.2,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3.0,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,1996.0,7.0,18.0,1996-07-18,Rössle Sauerkraut,7.0,12.0,3,291.2
10259,34,11.2,10,0.0,112.0,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3.0,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,1996.0,7.0,18.0,1996-07-18,Sasquatch Ale,1.0,16.0,3,112.0
10259,71,17.2,5,0.0,86.0,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3.0,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,1996.0,7.0,18.0,1996-07-18,Flotemysost,4.0,15.0,3,86.0
10260,40,14.7,70,0.1500000059604644,874.6499938666822,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1.0,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1996.0,7.0,19.0,1996-07-19,Boston Crab Meat,8.0,19.0,1,874.6499938666822
10260,41,7.7,55,0.1500000059604644,359.97499747574335,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1.0,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1996.0,7.0,19.0,1996-07-19,Jack's New England Clam Chowder,8.0,19.0,1,359.97499747574335
10261,25,11.2,50,0.0,560.0,QUEDE,4,1996-07-22,1996-08-19,1996-07-31,2.0,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389890,Brazil,1996.0,7.0,22.0,1996-07-22,NuNuCa Nuß-Nougat-Creme,3.0,11.0,2,560.0
10261,75,6.2,6,0.0,37.2,QUEDE,4,1996-07-22,1996-08-19,1996-07-31,2.0,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389890,Brazil,1996.0,7.0,22.0,1996-07-22,Rhönbräu Klosterbier,1.0,12.0,2,37.2
10262,24,3.6,15,0.050000000745058,51.29999995976687,RATTC,8,1996-07-23,1996-08-20,1996-07-30,3.0,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996.0,7.0,23.0,1996-07-23,Guaraná Fantástica,1.0,10.0,3,51.29999995976687
10262,42,9.8,100,0.050000000745058,930.9999992698433,RATTC,8,1996-07-23,1996-08-20,1996-07-30,3.0,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996.0,7.0,23.0,1996-07-23,Singaporean Hokkien Fried Mee,5.0,20.0,3,930.9999992698433
10262,51,42.4,35,0.050000000745058,1409.799998894334,RATTC,8,1996-07-23,1996-08-20,1996-07-30,3.0,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996.0,7.0,23.0,1996-07-23,Manjimup Dried Apples,7.0,24.0,3,1409.799998894334
10263,17,31.2,50,0.1000000014901161,1403.9999976754189,ERNSH,9,1996-07-24,1996-08-21,1996-08-07,3.0,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996.0,7.0,24.0,1996-07-24,Alice Mutton,6.0,7.0,3,1403.9999976754189
10263,70,12.0,12,0.1000000014901161,129.59999978542328,ERNSH,9,1996-07-24,1996-08-21,1996-08-07,3.0,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996.0,7.0,24.0,1996-07-24,Outback Lager,1.0,7.0,3,129.59999978542328
10264,24,3.6,25,0.0,90.0,FAMIA,4,1996-07-25,1996-08-22,1996-07-29,3.0,3.01,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442030,Brazil,1996.0,7.0,25.0,1996-07-25,Guaraná Fantástica,1.0,10.0,3,90.0
10264,55,19.2,25,0.0,480.0,FAMIA,4,1996-07-25,1996-08-22,1996-07-29,3.0,3.01,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442030,Brazil,1996.0,7.0,25.0,1996-07-25,Pâté chinois,6.0,25.0,3,480.0
10265,7,24.0,45,0.0,1080.0,WANDK,2,1996-07-26,1996-08-09,1996-07-31,2.0,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996.0,7.0,26.0,1996-07-26,Uncle Bob's Organic Dried Pears,7.0,3.0,2,1080.0
10265,56,38.0,16,0.0,608.0,WANDK,2,1996-07-26,1996-08-09,1996-07-31,2.0,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996.0,7.0,26.0,1996-07-26,Gnocchi di nonna Alice,5.0,26.0,2,608.0
10265,65,16.8,20,0.0,336.0,WANDK,2,1996-07-26,1996-08-09,1996-07-31,2.0,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996.0,7.0,26.0,1996-07-26,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,2,336.0
10266,21,8.0,20,0.0,160.0,WANDK,3,1996-07-29,1996-08-26,1996-08-02,1.0,4.54,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996.0,7.0,29.0,1996-07-29,Sir Rodney's Scones,3.0,8.0,1,160.0
10266,55,19.2,12,0.0,230.39999999999998,WANDK,3,1996-07-29,1996-08-26,1996-08-02,1.0,4.54,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996.0,7.0,29.0,1996-07-29,Pâté chinois,6.0,25.0,1,230.39999999999998
10267,1,14.4,15,0.25,162.0,LILAS,8,1996-07-30,1996-08-27,1996-08-05,1.0,87.38,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98,Barquisimeto,Lara,3508,Venezuela,1996.0,7.0,30.0,1996-07-30,Chai,1.0,1.0,1,162.0
10267,28,36.4,20,0.25,546.0,LILAS,8,1996-07-30,1996-08-27,1996-08-05,1.0,87.38,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98,Barquisimeto,Lara,3508,Venezuela,1996.0,7.0,30.0,1996-07-30,Rössle Sauerkraut,7.0,12.0,1,546.0
10267,62,39.4,35,0.25,1034.25,LILAS,8,1996-07-30,1996-08-27,1996-08-05,1.0,87.38,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98,Barquisimeto,Lara,3508,Venezuela,1996.0,7.0,30.0,1996-07-30,Tarte au sucre,3.0,29.0,1,1034.25
10268,29,99.0,10,0.0,990.0,CHOPS,3,1996-07-31,1996-08-28,1996-08-06,1.0,3.04,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,1996.0,7.0,31.0,1996-07-31,Thüringer Rostbratwurst,6.0,12.0,1,990.0
10268,72,34.8,4,0.0,139.2,CHOPS,3,1996-07-31,1996-08-28,1996-08-06,1.0,3.04,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,1996.0,7.0,31.0,1996-07-31,Mozzarella di Giovanni,4.0,14.0,1,139.2
10269,12,30.4,18,0.0,547.1999999999999,TOMSP,2,1996-08-01,1996-08-29,1996-08-09,1.0,48.34,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1996.0,8.0,1.0,1996-08-01,Queso Manchego La Pastora,4.0,5.0,1,547.1999999999999
10269,24,3.6,15,0.0,54.0,TOMSP,2,1996-08-01,1996-08-29,1996-08-09,1.0,48.34,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1996.0,8.0,1.0,1996-08-01,Guaraná Fantástica,1.0,10.0,1,54.0
10269,64,26.6,8,0.0,212.8,TOMSP,2,1996-08-01,1996-08-29,1996-08-09,1.0,48.34,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1996.0,8.0,1.0,1996-08-01,Wimmers gute Semmelknödel,5.0,12.0,1,212.8
10270,41,7.7,12,0.0,92.4,HILAA,8,1996-08-02,1996-08-30,1996-08-06,2.0,1.66,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1996.0,8.0,2.0,1996-08-02,Jack's New England Clam Chowder,8.0,19.0,2,92.4
10270,55,19.2,20,0.0,384.0,HILAA,8,1996-08-02,1996-08-30,1996-08-06,2.0,1.66,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1996.0,8.0,2.0,1996-08-02,Pâté chinois,6.0,25.0,2,384.0
10271,14,18.6,12,0.0,223.20000000000002,QUICK,1,1996-08-05,1996-09-02,1996-08-12,2.0,3.67,QUICK Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996.0,8.0,5.0,1996-08-05,Tofu,7.0,6.0,2,223.20000000000002
10271,42,9.8,12,0.0,117.60000000000001,QUICK,1,1996-08-05,1996-09-02,1996-08-12,2.0,3.67,QUICK Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996.0,8.0,5.0,1996-08-05,Singaporean Hokkien Fried Mee,5.0,20.0,2,117.60000000000001
10271,60,27.2,6,0.0,163.2,QUICK,1,1996-08-05,1996-09-02,1996-08-12,2.0,3.67,QUICK Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996.0,8.0,5.0,1996-08-05,Camembert Pierrot,4.0,28.0,2,163.2
10272,24,3.6,10,0.0,36.0,BERGS,5,1996-08-06,1996-09-03,1996-08-09,2.0,11.93,Berglunds snabbköp,Berguvsvägen 8,Luleå,,S-958 22,Sweden,1996.0,8.0,6.0,1996-08-06,Guaraná Fantástica,1.0,10.0,2,36.0
10272,33,2.0,5,0.0,10.0,BERGS,5,1996-08-06,1996-09-03,1996-08-09,2.0,11.93,Berglunds snabbköp,Berguvsvägen 8,Luleå,,S-958 22,Sweden,1996.0,8.0,6.0,1996-08-06,Geitost,4.0,15.0,2,10.0
10272,68,10.0,15,0.0,150.0,BERGS,5,1996-08-06,1996-09-03,1996-08-09,2.0,11.93,Berglunds snabbköp,Berguvsvägen 8,Luleå,,S-958 22,Sweden,1996.0,8.0,6.0,1996-08-06,Scottish Longbreads,3.0,8.0,2,150.0
10273,17,31.2,20,0.0,624.0,VINET,6,1996-08-07,1996-09-04,1996-08-14,3.0,23.77,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996.0,8.0,7.0,1996-08-07,Alice Mutton,6.0,7.0,3,624.0
10273,31,10.0,15,0.0,150.0,VINET,6,1996-08-07,1996-09-04,1996-08-14,3.0,23.77,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996.0,8.0,7.0,1996-08-07,Gorgonzola Telino,4.0,14.0,3,150.0
10273,70,12.0,12,0.0,144.0,VINET,6,1996-08-07,1996-09-04,1996-08-14,3.0,23.77,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996.0,8.0,7.0,1996-08-07,Outback Lager,1.0,7.0,3,144.0
10273,75,6.2,12,0.0,74.4,VINET,6,1996-08-07,1996-09-04,1996-08-14,3.0,23.77,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996.0,8.0,7.0,1996-08-07,Rhönbräu Klosterbier,1.0,12.0,3,74.4
10274,4,17.6,10,0.0,176.0,TOMSP,2,1996-08-08,1996-09-05,1996-08-23,1.0,39.91,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1996.0,8.0,8.0,1996-08-08,Chef Anton's Cajun Seasoning,2.0,2.0,1,176.0
10274,5,17.0,10,0.0,170.0,TOMSP,2,1996-08-08,1996-09-05,1996-08-23,1.0,39.91,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1996.0,8.0,8.0,1996-08-08,Chef Anton's Gumbo Mix,2.0,2.0,1,170.0
10274,23,7.2,5,0.0,36.0,TOMSP,2,1996-08-08,1996-09-05,1996-08-23,1.0,39.91,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1996.0,8.0,8.0,1996-08-08,Tunnbröd,5.0,9.0,1,36.0
10274,42,9.8,20,0.0,196.0,TOMSP,2,1996-08-08,1996-09-05,1996-08-23,1.0,39.91,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1996.0,8.0,8.0,1996-08-08,Singaporean Hokkien Fried Mee,5.0,20.0,1,196.0
10275,7,24.0,12,0.0,288.0,HANAR,1,1996-08-09,1996-09-06,1996-08-16,3.0,14.68,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454876,Brazil,1996.0,8.0,9.0,1996-08-09,Uncle Bob's Organic Dried Pears,7.0,3.0,3,288.0
10275,56,38.0,12,0.0,456.0,HANAR,1,1996-08-09,1996-09-06,1996-08-16,3.0,14.68,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454876,Brazil,1996.0,8.0,9.0,1996-08-09,Gnocchi di nonna Alice,5.0,26.0,3,456.0
10275,76,14.4,10,0.0,144.0,HANAR,1,1996-08-09,1996-09-06,1996-08-16,3.0,14.68,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454876,Brazil,1996.0,8.0,9.0,1996-08-09,Lakkalikööri,1.0,23.0,3,144.0
10276,12,30.4,12,0.0,364.79999999999995,TORTU,8,1996-08-12,1996-09-09,1996-08-15,3.0,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996.0,8.0,12.0,1996-08-12,Queso Manchego La Pastora,4.0,5.0,3,364.79999999999995
10276,33,2.0,4,0.0,8.0,TORTU,8,1996-08-12,1996-09-09,1996-08-15,3.0,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996.0,8.0,12.0,1996-08-12,Geitost,4.0,15.0,3,8.0
10276,52,5.6,2,0.0,11.2,TORTU,8,1996-08-12,1996-09-09,1996-08-15,3.0,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996.0,8.0,12.0,1996-08-12,Filo Mix,5.0,24.0,3,11.2
10276,67,11.2,16,0.0,179.2,TORTU,8,1996-08-12,1996-09-09,1996-08-15,3.0,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996.0,8.0,12.0,1996-08-12,Laughing Lumberjack Lager,1.0,16.0,3,179.2
10277,28,36.4,20,0.0,728.0,RATTC,1,1996-08-13,1996-09-10,1996-08-21,2.0,8.53,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996.0,8.0,13.0,1996-08-13,Rössle Sauerkraut,7.0,12.0,2,728.0
10277,62,39.4,12,0.0,472.79999999999995,RATTC,1,1996-08-13,1996-09-10,1996-08-21,2.0,8.53,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996.0,8.0,13.0,1996-08-13,Tarte au sucre,3.0,29.0,2,472.79999999999995
10278,44,15.5,16,0.0,248.0,BERGS,2,1996-08-14,1996-09-11,1996-08-19,2.0,2.51,Berglunds snabbköp,Berguvsvägen 8,Luleå,,S-958 22,Sweden,1996.0,8.0,14.0,1996-08-14,Gula Malacca,2.0,20.0,2,248.0
10278,59,44.0,15,0.0,660.0,BERGS,2,1996-08-14,1996-09-11,1996-08-19,2.0,2.51,Berglunds snabbköp,Berguvsvägen 8,Luleå,,S-958 22,Sweden,1996.0,8.0,14.0,1996-08-14,Raclette Courdavault,4.0,28.0,2,660.0
10279,15,15.5,15,0.0,232.5,LEHMS,8,1996-08-15,1996-09-12,1996-08-20,2.0,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996.0,8.0,15.0,1996-08-15,Genen Shouyu,2.0,6.0,2,232.5
10279,33,2.0,20,0.0,40.0,LEHMS,8,1996-08-15,1996-09-12,1996-08-20,2.0,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996.0,8.0,15.0,1996-08-15,Geitost,4.0,15.0,2,40.0
10279,63,35.1,8,0.0,280.8,LEHMS,8,1996-08-15,1996-09-12,1996-08-20,2.0,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996.0,8.0,15.0,1996-08-15,Vegie-spread,2.0,7.0,2,280.8
10280,10,24.8,10,0.0,248.0,ROMEY,4,1996-08-16,1996-09-13,1996-08-20,1.0,26.14,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996.0,8.0,16.0,1996-08-16,Ikura,8.0,4.0,1,248.0
10280,54,5.9,20,0.0,118.0,ROMEY,4,1996-08-16,1996-09-13,1996-08-20,1.0,26.14,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996.0,8.0,16.0,1996-08-16,Tourtière,6.0,25.0,1,118.0
10280,55,19.2,30,0.0,576.0,ROMEY,4,1996-08-16,1996-09-13,1996-08-20,1.0,26.14,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996.0,8.0,16.0,1996-08-16,Pâté chinois,6.0,25.0,1,576.0
10281,19,7.3,2,0.0,14.6,ROMEY,4,1996-08-19,1996-09-16,1996-08-28,1.0,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996.0,8.0,19.0,1996-08-19,Teatime Chocolate Biscuits,3.0,8.0,1,14.6
10281,24,3.6,3,0.0,10.8,ROMEY,4,1996-08-19,1996-09-16,1996-08-28,1.0,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996.0,8.0,19.0,1996-08-19,Guaraná Fantástica,1.0,10.0,1,10.8
10281,35,14.4,5,0.0,72.0,ROMEY,4,1996-08-19,1996-09-16,1996-08-28,1.0,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996.0,8.0,19.0,1996-08-19,Steeleye Stout,1.0,16.0,1,72.0
10282,30,20.7,10,0.0,207.0,LILAS,3,1996-08-20,1996-09-17,1996-08-22,1.0,0.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98,Barquisimeto,Lara,3508,Venezuela,1996.0,8.0,20.0,1996-08-20,Nord-Ost Matjeshering,8.0,13.0,1,207.0
10282,57,15.6,6,0.0,93.6,LILAS,3,1996-08-20,1996-09-17,1996-08-22,1.0,0.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98,Barquisimeto,Lara,3508,Venezuela,1996.0,8.0,20.0,1996-08-20,Ravioli Angelo,5.0,26.0,1,93.6
